event,side,entry_time,entry_price,exit_time,exit_price,reason,lots,risk_usd,sl,tp,gross,pnl,r
2022-07-01T12:30,long,2022-07-01 12:31:00+00:00,1787.1441,2022-07-01 13:14:00+00:00,1792.1562999999999,stop,0.01,3.0,1792.3,0.0,5.012199999999893,4.942199999999893,1.6473999999999644
2022-08-05T12:30,short,2022-08-05 12:30:00+00:00,1787.1489000000001,2022-08-05 12:34:00+00:00,1777.8381,stop,0.01,3.0,1777.4289999999999,0.0,9.3108000000002,9.240800000000199,3.080266666666733
2022-09-02T12:30,long,2022-09-02 12:30:00+00:00,1706.8643,2022-09-02 12:31:00+00:00,1706.6779,stop,0.01,3.0,1707.1229999999998,0.0,-0.18640000000004875,-0.25640000000004876,-0.08546666666668291
2022-10-07T12:30,long,2022-10-07 12:30:00+00:00,1712.0575999999996,2022-10-07 12:30:00+00:00,1708.0499999999997,stop,0.01,3.0,1709.0575999999996,0.0,-4.007599999999911,-4.0775999999999115,-1.3591999999999704
2022-10-07T12:30,short,2022-10-07 12:30:00+00:00,1708.8424,2022-10-07 12:33:00+00:00,1709.1122,stop,0.01,3.0,1708.626,0.0,-0.269800000000032,-0.339800000000032,-0.11326666666667734
2022-11-04T12:30,short,2022-11-04 12:30:00+00:00,1648.8372,2022-11-04 12:32:00+00:00,1652.2444,stop,0.01,3.0,1651.8372,0.0,-3.4072000000001026,-3.4772000000001024,-1.1590666666667009
2022-11-04T12:30,long,2022-11-04 12:32:00+00:00,1651.3651999999997,2022-11-04 12:33:00+00:00,1647.9837999999997,stop,0.01,3.0,1648.3651999999997,0.0,-3.381399999999985,-3.451399999999985,-1.1504666666666616
2022-12-02T13:30,short,2022-12-02 13:30:00+00:00,1796.6316,2022-12-02 13:37:00+00:00,1787.7632,stop,0.01,3.0,1787.2540000000001,0.0,8.868399999999838,8.798399999999837,2.9327999999999457
2023-01-06T13:30,short,2023-01-06 13:30:00+00:00,1834.5874,2023-01-06 13:30:00+00:00,1838.433,stop,0.01,3.0,1837.5874,0.0,-3.845600000000104,-3.915600000000104,-1.3052000000000346
2023-01-06T13:30,long,2023-01-06 13:30:00+00:00,1837.4786,2023-01-06 13:37:00+00:00,1837.5491,stop,0.01,3.0,1837.858,0.0,0.0705000000000382,0.0005000000000381921,0.00016666666667939736
2023-02-03T13:30,short,2023-02-03 13:30:00+00:00,1911.6442,2023-02-03 13:32:00+00:00,1904.6923000000002,stop,0.01,3.0,1904.246,0.0,6.951899999999796,6.881899999999796,2.2939666666665985
2023-03-03T13:30,long,2023-03-03 13:30:00+00:00,1847.4089999999999,2023-03-03 14:21:00+00:00,1844.2873,stop,0.01,3.0,1844.4089999999999,0.0,-3.121699999999919,-3.1916999999999187,-1.063899999999973
2023-03-03T13:30,short,2023-03-03 13:30:00+00:00,1845.983,2023-03-03 14:30:00+00:00,1843.3829999999998,timeout,0.01,3.0,1848.983,0.0,2.6000000000001364,2.5300000000001366,0.8433333333333789
